PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27205867","In vivo detection of atherosclerotic plaque using non-contact and label-free near-infrared hyperspectral imaging","Chihara H, Oishi N, Ishii A, Munemitsu T, Arai D, Ikeda H, Miyamoto S.","Atherosclerosis. 2016 Jul;250:106-13. doi: 10.1016/j.atherosclerosis.2016.04.029. Epub 2016 May 10.","Chihara H","Atherosclerosis","2016","2016/05/21","","","10.1016/j.atherosclerosis.2016.04.029"
"33753769","Learned spectral decoloring enables photoacoustic oximetry","Gröhl J, Kirchner T, Adler TJ, Hacker L, Holzwarth N, Hernández-Aguilera A, Herrera MA, Santos E, Bohndiek SE, Maier-Hein L.","Sci Rep. 2021 Mar 22;11(1):6565. doi: 10.1038/s41598-021-83405-8.","Gröhl J","Sci Rep","2021","2021/03/23","PMC7985523","","10.1038/s41598-021-83405-8"
"25071974","In-vivo imaging of psoriatic lesions with polarization multispectral dermoscopy and multiphoton microscopy","Kapsokalyvas D, Cicchi R, Bruscino N, Alfieri D, Prignano F, Massi D, Lotti T, Pavone FS.","Biomed Opt Express. 2014 Jun 24;5(7):2405-19. doi: 10.1364/BOE.5.002405. eCollection 2014 Jul 1.","Kapsokalyvas D","Biomed Opt Express","2014","2014/07/30","PMC4102374","","10.1364/BOE.5.002405"
"36645484","In vivo evaluation of a hyperspectral imaging system for minimally invasive surgery (HSI-MIS)","Thomaßen MT, Köhler H, Pfahl A, Stelzner S, Mehdorn M, Thieme R, Jansen-Winkeln B, Gockel I, Chalopin C, Moulla Y.","Surg Endosc. 2023 Jan 16. doi: 10.1007/s00464-023-09874-2. Online ahead of print.","Thomaßen MT","Surg Endosc","2023","2023/01/16","","","10.1007/s00464-023-09874-2"
"34024940","Intraoperative hyperspectral label-free imaging: from system design to first-in-patient translation","Michael Ebner, Nabavi E, Shapey J, Xie Y, Liebmann F, Spirig JM, Hoch A, Farshad M, Saeed SR, Bradford R, Yardley I, Ourselin S, Edwards AD, Führnstahl P, Vercauteren T.","J Phys D Appl Phys. 2021 Jul 22;54(29):294003. doi: 10.1088/1361-6463/abfbf6. Epub 2021 May 14.","Michael Ebner","J Phys D Appl Phys","2021","2021/05/24","PMC8132621","","10.1088/1361-6463/abfbf6"
"29216188","Monitoring wound healing in a 3D wound model by hyperspectral imaging and efficient clustering","Wahabzada M, Besser M, Khosravani M, Kuska MT, Kersting K, Mahlein AK, Stürmer E.","PLoS One. 2017 Dec 7;12(12):e0186425. doi: 10.1371/journal.pone.0186425. eCollection 2017.","Wahabzada M","PLoS One","2017","2017/12/08","PMC5720791","","10.1371/journal.pone.0186425"
"23082296","Multispectral image alignment using a three channel endoscope in vivo during minimally invasive surgery","Clancy NT, Stoyanov D, James DR, Di Marco A, Sauvage V, Clark J, Yang GZ, Elson DS.","Biomed Opt Express. 2012 Oct 1;3(10):2567-78. doi: 10.1364/BOE.3.002567. Epub 2012 Sep 14.","Clancy NT","Biomed Opt Express","2012","2012/10/20","PMC3469985","","10.1364/BOE.3.002567"
"31411038","Real-Time Optoacoustic Tracking of Single Moving Micro-objects in Deep Phantom and Ex Vivo Tissues","Aziz A, Medina-Sánchez M, Claussen J, Schmidt OG.","Nano Lett. 2019 Sep 11;19(9):6612-6620. doi: 10.1021/acs.nanolett.9b02869. Epub 2019 Aug 23.","Aziz A","Nano Lett","2019","2019/08/15","","","10.1021/acs.nanolett.9b02869"
"25614979","Multispectral imaging of absorption and scattering properties of in vivo exposed rat brain using a digital red-green-blue camera","Yoshida K, Nishidate I, Ishizuka T, Kawauchi S, Sato S, Sato M.","J Biomed Opt. 2015 May;20(5):051026. doi: 10.1117/1.JBO.20.5.051026.","Yoshida K","J Biomed Opt","2015","2015/01/24","","","10.1117/1.JBO.20.5.051026"
"32755036","Dark-field hyperspectral imaging for label free detection of nano-bio-materials","Mehta N, Sahu SP, Shaik S, Devireddy R, Gartia MR.","Wiley Interdiscip Rev Nanomed Nanobiotechnol. 2021 Jan;13(1):e1661. doi: 10.1002/wnan.1661. Epub 2020 Aug 5.","Mehta N","Wiley Interdiscip Rev Nanomed Nanobiotechnol","2021","2020/08/06","","","10.1002/wnan.1661"
"26467205","Novel approaches to imaging basal cell carcinoma","Rossi AM, Sierra H, Rajadhyaksha M, Nehal K.","Future Oncol. 2015 Nov;11(22):3039-46. doi: 10.2217/fon.15.231. Epub 2015 Oct 15.","Rossi AM","Future Oncol","2015","2015/10/16","PMC5674376","","10.2217/fon.15.231"
"33572384","Applications of Vibrational Spectroscopy for Analysis of Connective Tissues","Querido W, Kandel S, Pleshko N.","Molecules. 2021 Feb 9;26(4):922. doi: 10.3390/molecules26040922.","Querido W","Molecules","2021","2021/02/12","PMC7916244","","10.3390/molecules26040922"
"31540063","Hyperspectral Imaging of Head and Neck Squamous Cell Carcinoma for Cancer Margin Detection in Surgical Specimens from 102 Patients Using Deep Learning","Halicek M, Dormer JD, Little JV, Chen AY, Myers L, Sumer BD, Fei B.","Cancers (Basel). 2019 Sep 14;11(9):1367. doi: 10.3390/cancers11091367.","Halicek M","Cancers (Basel)","2019","2019/09/22","PMC6769839","","10.3390/cancers11091367"
"21559117","In vivo monitoring of protein-bound and free NADH during ischemia by nonlinear spectral imaging microscopy","Palero JA, Bader AN, de Bruijn HS, der Ploeg van den Heuvel Av, Sterenborg HJ, Gerritsen HC.","Biomed Opt Express. 2011 Apr 1;2(5):1030-9. doi: 10.1364/BOE.2.001030.","Palero JA","Biomed Opt Express","2011","2011/05/12","PMC3087562","","10.1364/BOE.2.001030"
"32622919","Tissue characterization utilizing hyperspectral imaging for liver thermal ablation","Aref MH, Aboughaleb IH, El-Sharkawy YH.","Photodiagnosis Photodyn Ther. 2020 Sep;31:101899. doi: 10.1016/j.pdpdt.2020.101899. Epub 2020 Jul 2.","Aref MH","Photodiagnosis Photodyn Ther","2020","2020/07/06","","","10.1016/j.pdpdt.2020.101899"
"30758186","Multicolor Raman Beads for Multiplexed Tumor Cell and Tissue Imaging and in Vivo Tumor Spectral Detection","Jin Q, Fan X, Chen C, Huang L, Wang J, Tang X.","Anal Chem. 2019 Mar 19;91(6):3784-3789. doi: 10.1021/acs.analchem.9b00028. Epub 2019 Feb 18.","Jin Q","Anal Chem","2019","2019/02/14","","","10.1021/acs.analchem.9b00028"
"22295087","Fast multispectral optoacoustic tomography (MSOT) for dynamic imaging of pharmacokinetics and biodistribution in multiple organs","Taruttis A, Morscher S, Burton NC, Razansky D, Ntziachristos V.","PLoS One. 2012;7(1):e30491. doi: 10.1371/journal.pone.0030491. Epub 2012 Jan 25.","Taruttis A","PLoS One","2012","2012/02/02","PMC3266258","","10.1371/journal.pone.0030491"
"33018195","Hyperspectral imaging for colon cancer classification in surgical specimens: towards optical biopsy during image-guided surgery","Manni F, Fonolla R, der Sommen FV, Zinger S, Shan C, Kho E, de Koning SB, Ruers T, de With PHN.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:1169-1173. doi: 10.1109/EMBC44109.2020.9176543.","Manni F","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9176543"
"29277891","Fluorescence- and multispectral optoacoustic imaging for an optimized detection of deeply located tumors in an orthotopic mouse model of pancreatic carcinoma","Napp J, Stammes MA, Claussen J, Prevoo HAJM, Sier CFM, Hoeben FJM, Robillard MS, Vahrmeijer AL, Devling T, Chan AB, de Geus-Oei LF, Alves F.","Int J Cancer. 2018 May 15;142(10):2118-2129. doi: 10.1002/ijc.31236. Epub 2018 Jan 19.","Napp J","Int J Cancer","2018","2017/12/27","","","10.1002/ijc.31236"
"35522555","Hyperspectral wide-field-of-view imaging to study dynamic microcirculatory changes during hypoxia","Lucas A, Munoz C, Cabrales P.","Am J Physiol Heart Circ Physiol. 2022 Jul 1;323(1):H49-H58. doi: 10.1152/ajpheart.00624.2021. Epub 2022 May 6.","Lucas A","Am J Physiol Heart Circ Physiol","2022","2022/05/06","PMC9169845","","10.1152/ajpheart.00624.2021"
"32239847","Investigation of the quantification of hemoglobin and cytochrome-c-oxidase in the exposed cortex with near-infrared hyperspectral imaging: a simulation study","Giannoni L, Lange F, Tachtsidis I.","J Biomed Opt. 2020 Apr;25(4):1-25. doi: 10.1117/1.JBO.25.4.046001.","Giannoni L","J Biomed Opt","2020","2020/04/03","PMC7109387","EMS86160","10.1117/1.JBO.25.4.046001"
"32830443","Hyperspectral imaging in wound care: A systematic review","Saiko G, Lombardi P, Au Y, Queen D, Armstrong D, Harding K.","Int Wound J. 2020 Dec;17(6):1840-1856. doi: 10.1111/iwj.13474. Epub 2020 Aug 23.","Saiko G","Int Wound J","2020","2020/08/25","PMC7949456","","10.1111/iwj.13474"
"30362286","Real-time detection of breast cancer at the cellular level","Carver GE, Locknar SA, Weaver DL, Stein JL, Stein GS.","J Cell Physiol. 2019 May;234(5):5413-5419. doi: 10.1002/jcp.27451. Epub 2018 Oct 26.","Carver GE","J Cell Physiol","2019","2018/10/27","PMC6344234","NIHMS987818","10.1002/jcp.27451"
"21698015","Wide-field imaging of fluorescent deoxy-glucose in ex vivo malignant and normal breast tissue","Langsner RJ, Middleton LP, Sun J, Meric-Bernstam F, Hunt KK, Drezek RA, Yu TK.","Biomed Opt Express. 2011 Jun 1;2(6):1514-23. doi: 10.1364/BOE.2.001514. Epub 2011 May 11.","Langsner RJ","Biomed Opt Express","2011","2011/06/24","PMC3114220","","10.1364/BOE.2.001514"
"27381353","Evaluation of Cerebral Hemodynamics and Tissue Morphology of In Vivo Rat Brain Using Spectral Diffuse Reflectance Imaging","Nishidate I, Ishizuka T, Mustari A, Yoshida K, Kawauchi S, Sato S, Sato M.","Appl Spectrosc. 2017 May;71(5):866-878. doi: 10.1177/0003702816657569. Epub 2016 Jul 5.","Nishidate I","Appl Spectrosc","2017","2016/07/07","","","10.1177/0003702816657569"
"17557564","In vivo evaluation of melanoma thickness by multispectral imaging and an artificial neural network. A retrospective study on 250 cases of cutaneous melanoma","Marchesini R, Bono A, Tomatis S, Bartoli C, Colombo A, Lualdi M, Carrara M.","Tumori. 2007 Mar-Apr;93(2):170-7. doi: 10.1177/030089160709300210.","Marchesini R","Tumori","2007","2007/06/15","","","10.1177/030089160709300210"
"24688824","Handheld multispectral fluorescence lifetime imaging system for in vivo applications","Cheng S, Cuenca RM, Liu B, Malik BH, Jabbour JM, Maitland KC, Wright J, Cheng YS, Jo JA.","Biomed Opt Express. 2014 Feb 26;5(3):921-31. doi: 10.1364/BOE.5.000921. eCollection 2014 Mar 1.","Cheng S","Biomed Opt Express","2014","2014/04/02","PMC3959845","","10.1364/BOE.5.000921"
"29106741","Development and characterization of a handheld hyperspectral Raman imaging probe system for molecular characterization of tissue on mesoscopic scales","St-Arnaud K, Aubertin K, Strupler M, Madore WJ, Grosset AA, Petrecca K, Trudel D, Leblond F.","Med Phys. 2018 Jan;45(1):328-339. doi: 10.1002/mp.12657. Epub 2017 Nov 27.","St-Arnaud K","Med Phys","2018","2017/11/07","","","10.1002/mp.12657"
"27878858","Non-invasive tools for the diagnosis of cutaneous melanoma","Fink C, Haenssle HA.","Skin Res Technol. 2017 Aug;23(3):261-271. doi: 10.1111/srt.12350. Epub 2016 Nov 22.","Fink C","Skin Res Technol","2017","2016/11/24","","","10.1111/srt.12350"
"22734765","Ex vivo photometric and polarimetric multilayer characterization of human healthy colon by multispectral Mueller imaging","Pierangelo A, Manhas S, Benali A, Fallet C, Antonelli MR, Novikova T, Gayet B, Validire P, De Martino A.","J Biomed Opt. 2012 Jun;17(6):066009. doi: 10.1117/1.JBO.17.6.066009.","Pierangelo A","J Biomed Opt","2012","2012/06/28","","","10.1117/1.JBO.17.6.066009"
"35003852","Intraoperative colon perfusion assessment using multispectral imaging","Clancy NT, Soares AS, Bano S, Lovat LB, Chand M, Stoyanov D.","Biomed Opt Express. 2021 Nov 12;12(12):7556-7567. doi: 10.1364/BOE.435118. eCollection 2021 Dec 1.","Clancy NT","Biomed Opt Express","2021","2022/01/10","PMC8713665","","10.1364/BOE.435118"
"29933116","Dual-modality endoscopic probe for tissue surface shape reconstruction and hyperspectral imaging enabled by deep neural networks","Lin J, Clancy NT, Qi J, Hu Y, Tatla T, Stoyanov D, Maier-Hein L, Elson DS.","Med Image Anal. 2018 Aug;48:162-176. doi: 10.1016/j.media.2018.06.004. Epub 2018 Jun 15.","Lin J","Med Image Anal","2018","2018/06/23","","","10.1016/j.media.2018.06.004"
"33791592","Hyperspectral autofluorescence characterization of drusen and sub-RPE deposits in age-related macular degeneration","Tong Y, Ach T, Curcio CA, Smith RT.","Ann Eye Sci. 2021 Mar;6:4. doi: 10.21037/aes-20-12. Epub 2021 Mar 15.","Tong Y","Ann Eye Sci","2021","2021/04/01","PMC8009528","NIHMS1684628","10.21037/aes-20-12"
"25721319","Photoacoustic breast tomography prototypes with reported human applications","Menke J.","Eur Radiol. 2015 Aug;25(8):2205-13. doi: 10.1007/s00330-015-3647-x. Epub 2015 Feb 27.","Menke J","Eur Radiol","2015","2015/02/28","","","10.1007/s00330-015-3647-x"
"31865531","Automatic cancer tissue detection using multispectral photoacoustic imaging","Jnawali K, Chinni B, Dogra V, Rao N.","Int J Comput Assist Radiol Surg. 2020 Feb;15(2):309-320. doi: 10.1007/s11548-019-02101-1. Epub 2019 Dec 21.","Jnawali K","Int J Comput Assist Radiol Surg","2020","2019/12/23","","","10.1007/s11548-019-02101-1"
"34073145","Supervised Machine Learning Methods and Hyperspectral Imaging Techniques Jointly Applied for Brain Cancer Classification","Urbanos G, Martín A, Vázquez G, Villanueva M, Villa M, Jimenez-Roldan L, Chavarrías M, Lagares A, Juárez E, Sanz C.","Sensors (Basel). 2021 May 31;21(11):3827. doi: 10.3390/s21113827.","Urbanos G","Sensors (Basel)","2021","2021/06/02","PMC8199064","","10.3390/s21113827"
"31271005","Hyperspectral imaging in the spatial frequency domain with a supercontinuum source","Torabzadeh M, Stockton P, Kennedy G, Saager R, Durkin AJ, Bartels R, Tromberg B.","J Biomed Opt. 2019 Jul;24(7):1-9. doi: 10.1117/1.JBO.24.7.071614.","Torabzadeh M","J Biomed Opt","2019","2019/07/05","PMC6995957","","10.1117/1.JBO.24.7.071614"
"27466495","Integrated Endoscopic System Based on Optical Imaging and Hyperspectral Data Analysis for Colorectal Cancer Detection","Kumashiro R, Konishi K, Chiba T, Akahoshi T, Nakamura S, Murata M, Tomikawa M, Matsumoto T, Maehara Y, Hashizume M.","Anticancer Res. 2016 Aug;36(8):3925-32.","Kumashiro R","Anticancer Res","2016","2016/07/29","","",""
"36673005","Spectral Similarity Measures for In Vivo Human Tissue Discrimination Based on Hyperspectral Imaging","Pathak P, Chalopin C, Zick L, Köhler H, Pfahl A, Rayes N, Gockel I, Neumuth T, Melzer A, Jansen-Winkeln B, Maktabi M.","Diagnostics (Basel). 2023 Jan 5;13(2):195. doi: 10.3390/diagnostics13020195.","Pathak P","Diagnostics (Basel)","2023","2023/01/21","PMC9857871","","10.3390/diagnostics13020195"
"35546207","Video: Clinical evaluation of a laparoscopic hyperspectral imaging system","Pfahl A, Köhler H, Thomaßen MT, Maktabi M, Bloße AM, Mehdorn M, Lyros O, Moulla Y, Niebisch S, Jansen-Winkeln B, Chalopin C, Gockel I.","Surg Endosc. 2022 Oct;36(10):7794-7799. doi: 10.1007/s00464-022-09282-y. Epub 2022 May 11.","Pfahl A","Surg Endosc","2022","2022/05/13","PMC9485189","","10.1007/s00464-022-09282-y"
"32352708","The Status of Advanced Imaging Techniques for Optical Biopsy of Colonic Polyps","Glover B, Teare J, Patel N.","Clin Transl Gastroenterol. 2020 Mar;11(3):e00130. doi: 10.14309/ctg.0000000000000130.","Glover B","Clin Transl Gastroenterol","2020","2020/05/01","PMC7145035","","10.14309/ctg.0000000000000130"
"32096369","Visible near infrared reflectance molecular chemical imaging of human ex vivo carcinomas and murine in vivo carcinomas","Stewart S, Darr M, Gomer H, Smith A, Samiei A, Post JC, Miller RJ, Lyne J, Cohen J, Treado PJ.","J Biomed Opt. 2020 Feb;25(2):1-18. doi: 10.1117/1.JBO.25.2.026003.","Stewart S","J Biomed Opt","2020","2020/02/26","PMC7039338","","10.1117/1.JBO.25.2.026003"
"32141162","Enhanced spatial resolution for snapshot hyperspectral imaging of blood perfusion and melanin information within human tissue","He Q, Liu T, Wang RK.","J Biophotonics. 2020 May;13(5):e202000019. doi: 10.1002/jbio.202000019. Epub 2020 Mar 10.","He Q","J Biophotonics","2020","2020/03/07","","","10.1002/jbio.202000019"
"21842837","Active DLP hyperspectral illumination: a noninvasive, in vivo, system characterization visualizing tissue oxygenation at near video rates","Zuzak KJ, Francis RP, Wehner EF, Litorja M, Cadeddu JA, Livingston EH.","Anal Chem. 2011 Oct 1;83(19):7424-30. doi: 10.1021/ac201467v. Epub 2011 Aug 31.","Zuzak KJ","Anal Chem","2011","2011/08/17","","","10.1021/ac201467v"
"21861460","Noninvasive in vivo monitoring of the biofate of 195 kDa poly(vinyl alcohol) by multispectral fluorescence imaging","Schädlich A, Naolou T, Amado E, Schöps R, Kressler J, Mäder K.","Biomacromolecules. 2011 Oct 10;12(10):3674-83. doi: 10.1021/bm200899h. Epub 2011 Sep 2.","Schädlich A","Biomacromolecules","2011","2011/08/25","","","10.1021/bm200899h"
"12033302","Visible reflectance hyperspectral imaging: characterization of a noninvasive, in vivo system for determining tissue perfusion","Zuzak KJ, Schaeberle MD, Lewis EN, Levin IW.","Anal Chem. 2002 May 1;74(9):2021-8. doi: 10.1021/ac011275f.","Zuzak KJ","Anal Chem","2002","2002/05/30","","","10.1021/ac011275f"
"18465982","Multispectral optical imaging device for in vivo detection of oral neoplasia","Roblyer D, Richards-Kortum R, Sokolov K, El-Naggar AK, Williams MD, Kurachi C, Gillenwater AM.","J Biomed Opt. 2008 Mar-Apr;13(2):024019. doi: 10.1117/1.2904658.","Roblyer D","J Biomed Opt","2008","2008/05/10","PMC3970814","NIHMS551363","10.1117/1.2904658"
"24895321","Differentiation between nerve and adipose tissue using wide-band (350-1,830 nm) in vivo diffuse reflectance spectroscopy","Schols RM, ter Laan M, Stassen LP, Bouvy ND, Amelink A, Wieringa FP, Alic L.","Lasers Surg Med. 2014 Sep;46(7):538-45. doi: 10.1002/lsm.22264. Epub 2014 Jun 4.","Schols RM","Lasers Surg Med","2014","2014/06/05","","","10.1002/lsm.22264"
"30520274","Portable, low-cost multispectral imaging system: design, development, validation, and utilization","Bolton FJ, Bernat AS, Bar-Am K, Levitz D, Jacques S.","J Biomed Opt. 2018 Dec;23(12):1-11. doi: 10.1117/1.JBO.23.12.121612.","Bolton FJ","J Biomed Opt","2018","2018/12/07","","","10.1117/1.JBO.23.12.121612"
"16178631","Autofluorescence removal, multiplexing, and automated analysis methods for in-vivo fluorescence imaging","Mansfield JR, Gossage KW, Hoyt CC, Levenson RM.","J Biomed Opt. 2005 Jul-Aug;10(4):41207. doi: 10.1117/1.2032458.","Mansfield JR","J Biomed Opt","2005","2005/09/24","","","10.1117/1.2032458"
"31824937","Carotid Bifurcation With Tandem Stenosis-A Patient-Specific Case Study Combined in vivo Imaging, in vitro Histology and in silico Simulation","Wang J, Paritala PK, Mendieta JB, Gu Y, Raffel OC, McGahan T, Lloyd T, Li Z.","Front Bioeng Biotechnol. 2019 Nov 20;7:349. doi: 10.3389/fbioe.2019.00349. eCollection 2019.","Wang J","Front Bioeng Biotechnol","2019","2019/12/12","PMC6879432","","10.3389/fbioe.2019.00349"
"31313538","Spatial frequency domain imaging: a quantitative, noninvasive tool for in vivo monitoring of burn wound and skin graft healing","Kennedy GT, Stone R, Kowalczewski AC, Rowland R, Chen JH, Baldado ML, Ponticorvo A, Bernal N, Christy RJ, Durkin AJ.","J Biomed Opt. 2019 Jul;24(7):1-9. doi: 10.1117/1.JBO.24.7.071615.","Kennedy GT","J Biomed Opt","2019","2019/07/18","PMC6630099","","10.1117/1.JBO.24.7.071615"
